puzzle_id,fen,key_moves,mate_in,rating,solution
VTkx1,6b1/pp1k4/2p3P1/5n1P/5BP1/2P2K2/PP2N3/7n b - - 0 36,g8d5,1,1427,g8d5
moZPl,3RRbk1/5r1q/1Q6/pp6/8/P4pP1/1P3P1P/6K1 b - - 3 30,h7b1,3,980,h7b1 d8d1 b1d1 e8e1 d1e1
lOP5R,6k1/1p2rppp/p7/3b4/8/8/PP3PPP/2R3K1 w - - 0 24,c1c8,2,649,c1c8 e7e8 c8e8
73cWZ,R2r2k1/2p2ppp/4p2q/1P2P3/3P4/2P2Q2/5PPP/6K1 b - - 0 24,h6c1,2,1153,h6c1 f3d1 c1d1
oY3PG,2Q5/1p2r2k/p2bBqpp/3P1p2/1P2p3/P6P/5PP1/4R1K1 w - - 0 38,c8g8,1,908,c8g8
Hm7ST,4rk2/Rb4pp/8/8/1NP5/1P3p2/5PPP/5K2 b - - 1 33,f3g2,2,977,f3g2 f1g1 e8e1
XuB75,7k/1p3p2/p5rP/4P3/5P2/5Q2/PP2r3/6RK b - - 1 37,g6h6,2,1126,g6h6 f3h3 h6h3
UPEDI,r6k/1q4pp/8/p2PP3/2r3Pb/P4R1P/1P4K1/5R2 w - - 0 32,f3f8,2,577,f3f8 a8f8 f1f8
WGBz7,6k1/p6p/2p3p1/1p1p1qP1/3n1P2/P1N4R/1PP5/2K1Q3 b - - 0 37,f5c2,1,1048,f5c2
zqeAs,1k6/2p5/1pQ5/p2p2pp/3P4/2P5/3q1r2/1K2R3 w - - 15 58,e1e8,2,1110,e1e8 b8a7 e8a8
43PT4,2r4k/6pp/p4p2/1P6/4N3/PQ1p4/5PPP/2r3RK b - - 2 43,c1g1,3,1314,c1g1 h1g1 c8c1 b3d1 c1d1
3ap8R,8/1pQ3pk/p6p/3p4/2pB3K/2P3P1/P3qnP1/8 w - - 2 41,c7g7,1,851,c7g7
fMWsL,8/3N4/pRp5/3p1p2/2kPp3/2P1P3/1K1B4/3q4 w - - 1 48,d7e5,1,1692,d7e5
bMGsp,4q2k/8/p1bQ2pP/1p1p1pp1/2pP4/P1P3P1/1P3P2/6K1 w - - 0 39,d6f6,2,1096,d6f6 h8h7 f6g7
Nyqyl,1r6/2k2p1p/2p2p1b/3ppP2/P5P1/p2R3P/P1P1RP2/3K4 b - - 0 28,b8b1,1,848,b8b1
rHs4E,1k3b1r/ppp3p1/3p1qQ1/7p/3P4/2P2N2/PP6/6RK w - - 2 30,g6e8,2,784,g6e8 f6d8 e8d8
Q5wof,3b3k/2p3pp/2r5/3Qr3/PP1p4/3P2P1/2q2P1P/R5K1 w - - 0 24,d5d8,2,957,d5d8 e5e8 d8e8
j6qBR,4r1k1/5p2/1p1R2p1/8/1Q6/P4PPp/7P/2q1R1K1 b - - 0 34,e8e1,2,1113,e8e1 b4e1 c1e1
7aBXx,3r2k1/5ppp/p7/1pp5/4QP2/1PP5/1P1q2PP/4R2K w - - 1 26,e4e8,2,855,e4e8 d8e8 e1e8
AN00e,3r3k/1p4pp/6r1/8/8/2P2K2/4R1P1/4R3 w - - 3 47,e2e8,2,732,e2e8 d8e8 e1e8
J9Utm,8/ppp4k/3p1q1r/1r6/3PP3/6Q1/PPP5/2K3R1 w - - 0 32,g3g8,1,1005,g3g8
beV4m,5r1k/p1p3b1/1p4Pp/8/1QP2PR1/7P/PP2q3/K2R4 b - - 0 29,e2d1,1,566,e2d1
88762,8/2R1R3/1pr2rkp/p7/P5P1/8/6KP/8 w - - 1 35,e7g7,1,779,e7g7
m9gQe,1r4k1/pp3ppp/8/8/4n3/4r1N1/P2R2PP/3R2K1 w - - 6 26,d2d8,2,598,d2d8 b8d8 d1d8
HvxCZ,4k3/R4p1p/3K2pP/prp3P1/8/6P1/8/8 w - - 0 45,a7a8,2,934,a7a8 b5b8 a8b8
rTgQN,6k1/p2R2p1/1p4Pp/5P2/4K3/2r5/P6b/8 w - - 0 42,d7d8,1,600,d7d8
FIQyX,2R5/6kp/1pBp2p1/p2Pbr1r/4R1K1/1P3P2/P5P1/8 b - - 9 41,f5g5,1,1440,f5g5
PzvTu,1R3qk1/3B2pp/4p3/3pPp2/3P1P2/2r3P1/7P/6K1 w - - 2 33,d7e6,2,1061,d7e6 g8h8 b8f8
jupaj,3rr3/p4pk1/6p1/7p/1p5P/6R1/PPPR2P1/2K5 b - - 0 30,e8e1,2,744,e8e1 d2d1 d8d1
DwLsq,1b4k1/p4qp1/1pp1P2p/3p1r2/6Q1/1P2P1R1/PB4PP/6K1 b - - 0 28,f5f1,1,642,f5f1
sO9Ol,5n1K/5B2/5k1P/8/8/8/8/8 b - - 0 58,f6f7,2,1523,f6f7 h6h7 f8g6
tEi97,4k3/R7/4Kp2/1r2pP2/8/8/8/8 w - - 0 49,a7a8,2,1379,a7a8 b5b8 a8b8
eBePt,3r4/p1k5/2pr3p/5QpP/2q3B1/8/P1P2PK1/1R6 w - - 3 36,f5a5,1,1725,f5a5
YnX8B,4r1kr/p3Rppp/4p3/4P3/4pB2/2P5/q4PPP/5RK1 w - - 0 20,e7e8,1,516,e7e8
jGowS,4r2k/1p4p1/p1p4p/8/1P6/P2R4/5PPP/q2Q2K1 b - - 3 33,e8e1,2,985,e8e1 d1e1 a1e1
uXIDX,2Q5/1Q3pkp/5qp1/8/8/6PP/5P1K/q7 b - - 1 39,f6f2,2,1380,f6f2 b7g2 a1g1
Ty5wi,8/2Q3pk/1p1p3p/3P4/1PP5/P4R1P/5PPK/2q1r3 b - - 0 42,e1h1,2,951,e1h1 h2g3 c1g5
bKXRb,8/pp4pp/4Q3/7k/3P1qn1/2P5/PP4PP/5RK1 b - - 3 27,f4h2,1,1171,f4h2
6IXmH,7R/8/8/P7/5k2/2P1r2R/1P4r1/2K5 b - - 0 39,e3e1,1,837,e3e1
SWXqb,8/2q2pkp/5r2/6p1/1R4Q1/1P5P/1P4P1/7K b - - 1 41,f6f1,1,959,f6f1
PeLcg,2r4r/6k1/3qP1p1/2p3Pn/8/5Q2/PP3P2/4R1K1 w - - 0 29,f3f7,1,946,f3f7
xaZuO,8/r6p/2R5/6pk/5n2/5P1P/5KP1/8 w - - 5 42,g2g4,3,931,g2g4 h5h4 c6h6 f4h5 h6h5
6jHXw,6k1/3NRrpp/p1p5/1p3p1b/3P1P2/1P1r3P/P5P1/R6K w - - 3 28,e7e8,2,1142,e7e8 f7f8 e8f8
Z5639,8/8/1p2P3/3R4/2r5/b3k1PB/7P/3K4 b - - 1 45,c4c1,1,942,c4c1
j4wNH,2k5/1nPr2p1/2N1p3/1p6/8/P1R5/4K3/8 w - - 4 51,c6a7,1,938,c6a7
PGGwJ,5k2/5ppp/8/p7/5Q2/7P/1q3PP1/r2R2K1 w - - 0 31,f4d6,2,1263,f4d6 f8g8 d6d8
tVCPB,5rk1/7p/p4qp1/2p5/Q7/8/PPP3PP/R5K1 b - - 2 23,f6f2,3,1133,f6f2 g1h1 f2f1 a1f1 f8f1
EOPS5,2r3k1/5ppp/p2p4/1p1Qr1P1/1q6/6PP/8/5RK1 w - - 1 32,d5f7,3,1000,d5f7 g8h8 f7f8 c8f8 f1f8
mtqw4,7R/2p2p2/1p3pb1/4p1k1/4P1P1/5P2/2r3r1/1R3KN1 w - - 5 37,g1h3,1,1005,g1h3
Mcqa3,2R2rk1/p2P1ppp/8/3b1q2/3p4/3P4/PKP5/1Q6 w - - 3 35,c8f8,2,1179,c8f8 g8f8 d7d8q
Ag1Oc,k7/5p2/bQpB3p/2P5/1P6/3p2PK/4q2P/8 b - - 21 62,a6c8,2,1668,a6c8 g3g4 e2g4
F5R82,1r6/5ppk/p3p3/P7/2P5/3R2Pp/4PP1P/6K1 b - - 0 29,b8b1,2,400,b8b1 d3d1 b1d1
4I1Gm,6k1/4Bpp1/8/p7/P1n5/2P2Pq1/1R2P3/3Q1K2 b - - 0 32,c4e3,1,1011,c4e3
NjeUo,1r3rk1/6pp/p1p1p3/2PpQp2/3P4/P2qPP2/5RPP/R6K b - - 2 27,b8b1,3,997,b8b1 a1b1 d3b1 f2f1 b1f1
s5NBJ,6B1/1R2b3/p3Pk1p/5pp1/1pKN1P2/r7/6PP/8 b - - 7 40,a3c3,2,995,a3c3 c4d5 c3c5
eMJkw,1r6/p4k2/3b1n1p/2Np4/P2P3N/8/5PP1/1R4K1 b - - 0 30,b8b1,1,693,b8b1
KhQdO,8/5p2/2q2P1k/5Qn1/6B1/4P1Pp/7P/3R2K1 b - - 2 44,c6g2,1,952,c6g2
YfTef,8/1p5k/p2Q3p/2pP2p1/4P3/1P1P2KP/P4R2/4q2r b - - 3 35,e1e3,2,2248,e1e3 f2f3 e3g1
EXP2u,r4r2/pn2Nppk/1pp5/4P3/8/6P1/PPP2PP1/2KR4 w - - 0 22,d1h1,1,892,d1h1
ueuNR,4r1k1/p7/1pbp3p/2p1q1N1/2P5/PP4R1/5PPP/2Q3K1 b - - 0 33,e5e1,2,535,e5e1 c1e1 e8e1
PShOz,3r2k1/pp3pp1/7p/7q/1PQ2b2/P3N3/5PPP/5R1K b - - 1 24,h5h2,1,913,h5h2
Gznfg,5Q2/6pk/2p2p2/2Ppq3/8/4r1RP/6PK/8 w - - 7 40,f8g7,1,1089,f8g7
KJiZB,2r3k1/p5p1/qp2N1Qp/3pPp2/1P1n4/P7/5PPP/5RK1 b - - 0 25,a6f1,2,1730,a6f1 g1f1 c8c1
nYAh4,r2q1r2/p1p4k/4pP1p/1pp5/3p2Qp/3P3P/PPP2PP1/R3K2R w KQ - 2 17,g4g7,1,814,g4g7
SaTVE,2r5/pp4kp/4p1pN/2q3Q1/3pP3/1P1r3P/P5P1/5RK1 w - - 2 29,f1f7,2,1268,f1f7 g7h8 g5f6
18oiS,7k/6p1/6Kp/7P/6P1/R4P2/p7/1r6 w - - 6 47,a3a8,2,700,a3a8 b1b8 a8b8
Fz6m0,2r4k/p4p2/2p4p/1p3qn1/1P1P4/P3P1B1/1Q3P1P/5R1K b - - 3 29,f5f3,2,1189,f5f3 h1g1 g5h3
KOkvy,r2qr1k1/pp3p2/2p2P1p/3p4/7p/P1P4P/2P1RPP1/R2Q2K1 w - - 0 19,e2e8,3,987,e2e8 d8e8 d1g4 g8h8 g4g7
Eh0vU,Q7/4bkp1/P7/4p2p/4pp2/5P2/6PP/r4BK1 b - - 1 47,e7c5,2,834,e7c5 g1h1 a1f1
Nw7TE,6k1/pQ1p1p1p/8/6p1/3n4/1P4K1/PBP1q3/R7 b - - 2 34,d4f5,2,2003,d4f5 g3h3 g5g4
MODXV,r5k1/pp2p2p/4p1p1/2p5/8/4P3/PPp2PPP/R1BR2K1 b - - 0 18,c2d1q c2d1r,1,832,c2d1q
cuErQ,2k2r2/3p4/p1q5/1p6/2P1n2p/3P4/PP3Q1B/7K w - - 0 36,f2f8,2,796,f2f8 c8b7 f8b8
dg2ew,8/7k/1p1Q3p/p2R4/q6p/2P1Pp2/1P3Pr1/3RK3 b - - 0 44,g2g1,2,905,g2g1 e1d2 a4d1
vwgGd,8/P7/8/8/5p2/5k2/r6R/6K1 b - - 0 73,a2a1,1,1185,a2a1
NnSyA,r2r2k1/1p3pp1/p2P3p/4p3/8/2PQ4/1P4PP/qBK4R w - - 1 27,d3h7,2,935,d3h7 g8f8 h7h8
0Dy2w,4r2k/ppp2p1p/3b1R2/3P4/8/2N4P/PPP3P1/7K b - - 0 26,e8e1,2,454,e8e1 f6f1 e1f1
HXiAF,7k/4Npp1/3p3p/4p3/1P2P3/P1r5/4nRPP/RB5K b - - 0 32,c3c1,2,506,c3c1 f2f1 c1f1
qQlWa,4Qbk1/5p1p/p2p4/7p/2q5/4B1Pb/7P/4R1K1 w - - 0 40,e8f8,3,1914,e8f8 g8f8 e3h6 f8g8 e1e8
KKi3V,3r2k1/5p1p/8/5B2/8/1pQ5/1P3PPP/2N3K1 b - - 0 31,d8d1,2,462,d8d1 c3e1 d1e1
3MiPR,8/2n2kpp/5p2/QP1p4/2pP4/N1P4P/3q1PPK/1R2r3 b - - 2 33,d2f4,2,1165,d2f4 g2g3 f4f2
icjN2,3r2k1/5pp1/p1Rb3p/1p6/1P6/1Q5P/1P3PP1/1q2R1K1 b - - 2 34,b1e1,1,963,b1e1
g9rTO,2B1b3/8/6p1/4pp1p/3pk2P/6P1/2PK1P2/8 w - - 0 42,c8b7,2,1221,c8b7 e8c6 b7c6
AZn1R,2k5/8/R5B1/4p1n1/7p/7P/P4rPK/8 b - - 0 36,g5f3,2,937,g5f3 h2h1 f2f1
W5X2Y,8/7p/6k1/3P2p1/5pK1/5P1P/6P1/8 b - - 1 48,h7h5,1,895,h7h5
f1erw,6k1/1pp3p1/p2pb2p/4p3/4P1P1/P1N4P/1PPq2Q1/1K3B2 b - - 2 25,d2e1,2,1154,d2e1 c3d1 e1d1
yOvbB,7k/6p1/7p/6P1/3pQ2P/1p1P1P2/1q6/6K1 w - - 0 35,e4e8,2,1721,e4e8 h8h7 g5g6
wIgYG,5b2/7k/7p/4B1p1/3Pq3/4r3/Q5PK/8 w - - 4 63,a2f7,2,1117,a2f7 f8g7 f7g7
nUmqS,1k6/pp6/8/2R1N3/6p1/1q4P1/5PKP/8 w - - 0 38,e5d7,2,929,e5d7 b8a8 c5c8
B0HVa,6k1/5pp1/2Q4p/p3R3/P2P1P2/4p1P1/4q2P/6K1 b - - 1 44,e2f2,2,1263,e2f2 g1h1 f2f1
xmMJ4,2r4k/pp3Qp1/7p/3B4/4PK2/P4P2/6qP/1R6 b - - 0 33,g2g5,1,1089,g2g5
0YlPJ,k2r3r/1p3pp1/3B3p/1P6/8/5P2/3b1P1P/2R3K1 w - - 0 29,c1a1,2,962,c1a1 d2a5 a1a5
3Dodi,8/7p/1R4b1/p1p1pkp1/2P1p3/2P4P/P2r1PPK/8 w - - 1 33,g2g4,3,1269,g2g4 f5f4 b6f6 g6f5 f6f5
FYqxE,8/4ppk1/3p2p1/8/3b1q2/7Q/PP6/K6R w - - 1 28,h3h8,1,1471,h3h8
seYzj,6k1/5ppp/1q6/2NQ4/3nP3/1pb3P1/5PBP/6K1 w - - 0 36,d5a8,2,1298,d5a8 b6b8 a8b8
GFX7d,6k1/4Qp2/p3p1pB/1p6/4b3/7P/5PPK/5q2 w - - 3 32,e7f8,2,1148,e7f8 g8h7 f8g7
qMaS8,5r2/2b2pkp/8/1p1R4/1P6/5QPP/5P1K/4q3 w - - 0 28,d5g5,2,1517,d5g5 g7h8 f3f6
o9viv,2R5/8/8/8/6n1/4k3/5p2/7K b - - 13 69,f2f1q,1,722,f2f1q
JKLqt,2r2r2/R7/6pk/1pp5/4b1PP/6K1/8/R7 w - - 2 46,g4g5,2,950,g4g5 h6h5 a7h7
vMfRv,6k1/p1q2p2/1p2p2p/4rbp1/2PN4/1PQ4P/P2R1PP1/6K1 b - - 5 34,e5e1,1,558,e5e1
be2Px,2r5/8/1P1R3R/5k2/4b3/P5B1/5P2/6K1 b - - 0 38,c8c1,3,469,c8c1 d6d1 c1d1 g1h2 d1h1
v6U5g,6k1/5p1p/4p1p1/8/2p2P2/RrB1K2P/2r1B1P1/8 w - - 11 38,a3a8,2,805,a3a8 b3b8 a8b8
1xntT,8/6pk/3Bp2p/2Pp4/3b4/8/P5PP/3NqQ1K b - - 5 37,e1f1,1,436,e1f1
ixx5T,5r1k/pp2bRp1/4Q1p1/4P3/8/P7/6PP/3q1B1K b - - 2 31,d1f1,2,1186,d1f1 f7f1 f8f1
5q50C,8/3Q4/6p1/2p2p1p/2P3kP/4b1P1/q4PK1/8 w - - 0 50,d7d1,2,1253,d7d1 a2e2 d1e2
Mxdof,8/5ppk/4r3/3Q2p1/1P3q2/2P2R1P/P3rPP1/3R2K1 b - - 5 39,e2e1,2,824,e2e1 d1e1 e6e1
ZI49R,8/1Q6/1b3qk1/5pNp/6rP/6P1/5PK1/8 w - - 7 47,b7h7,1,889,b7h7
DaB79,6k1/4r1P1/6KP/3p4/2pP4/1pP5/1P1B4/8 w - - 0 56,h6h7,1,805,h6h7
tsB4J,3q2k1/p3bppp/4p3/2p1B3/2P1Q3/4P3/P2r1PPP/1R4K1 b - - 3 22,d2d1,2,400,d2d1 b1d1 d8d1
DId0F,3RQ3/pp3pk1/2p5/5q1p/2P5/6p1/P4RK1/8 b - - 0 44,f5f2,2,1489,f5f2 g2h3 f2h2
v61eI,5k2/5p2/4pBp1/7p/2p1PP2/2P4P/1P3QPK/q4r2 w - - 0 41,f2c5,3,1002,f2c5 f8g8 c5c8 g8h7 c8h8
c9iKF,2R5/5kp1/5pN1/4pP1p/3bK2P/2r3P1/5P2/8 w - - 8 40,c8f8,1,1191,c8f8
ubkgY,R7/7R/1Nk5/8/3pp3/8/4rPPP/6K1 b - - 0 37,e2e1,1,1416,e2e1
to2Zm,8/1R6/8/3P1K1k/p7/8/r7/8 w - - 0 45,b7h7,1,986,b7h7
NUbgz,7k/3q2p1/p6p/1p1b4/1P1p1Q2/P5PP/6P1/2R4K b - - 1 36,d7h3,2,1412,d7h3 h1g1 h3g2
7HHf4,7k/1p6/2p1b2p/4b1r1/4BnP1/Q7/8/7K w - - 3 47,a3f8,3,1658,a3f8 e6g8 f8h6 g8h7 h6h7
M2Dtt,r5rk/p2RR3/2p3p1/5p1p/8/1Pb3PP/P4PK1/8 w - - 0 29,e7h7,1,806,e7h7
nPcZv,2r3k1/5ppp/3npb2/3p4/3N4/1R2P3/5PPP/2Q3K1 b - - 0 26,c8c1,1,474,c8c1
HqMpp,8/8/8/8/8/6pk/7p/5R1K b - - 0 67,g3g2,1,553,g3g2
Ja14y,2k3r1/ppp2p2/n3p3/P3P3/7p/3QP1pP/5qP1/3R3K w - - 3 29,d3d7,3,1137,d3d7 c8b8 d7d8 g8d8 d1d8
g753F,5rk1/pQ4p1/1b2q2p/8/3p4/3B1R2/PPP3PP/7K b - - 1 27,e6e1,3,1458,e6e1 d3f1 e1f1 f3f1 f8f1
pXD8O,7k/p3Np2/5pBp/8/3P3P/6b1/r2r4/5QK1 w - - 0 39,f1f6,1,608,f1f6
2L6dy,Q7/2k5/3p4/3qp2p/1P6/4Qr2/3B3P/R6K b - - 0 37,f3f1,1,1681,f3f1
rHAAq,2r1b3/p5k1/1pP1Q3/1P3pP1/3Pp2P/4P2q/P3K3/2R1R3 b - - 4 40,h3g2,3,2008,h3g2 e2d1 e8h5 e1e2 g2e2
Cy9Ep,6rk/pp6/2p1P2p/8/3q4/P4Q2/1P6/4RR1K b - - 4 34,d4h4,2,892,d4h4 f3h3 h4h3
JmEZn,7k/p5pp/8/8/8/6K1/P2Qpr1P/1r6 w - - 0 36,d2d8,2,445,d2d8 f2f8 d8f8
ZGXiL,5q1k/pp5p/6p1/8/1Q1PP3/1P6/b5PP/2b2K2 w - - 0 28,b4f8,1,1162,b4f8
RWKiQ,r6k/2p1N1pb/pp2p3/8/1PPq4/2N4Q/P4PPP/6K1 w - - 2 32,e7g6,2,1404,e7g6 h8g8 h3e6
YkScy,6rk/7p/1p3p1Q/4qN2/4P2R/6P1/r6P/7K w - - 1 36,h6h7,1,1127,h6h7
XGxFu,2q5/7k/p3p2P/1p2Qpp1/8/P7/5PP1/6K1 w - - 0 40,e5g7,1,885,e5g7
f0kTK,5rk1/p6p/1pp2q2/3pP1p1/3P4/6Pb/PPBQ3P/R5K1 b - - 0 32,f6f1,2,786,f6f1 a1f1 f8f1
XQc4E,8/1R4pp/2P1Rbk1/8/8/8/2r2PPP/6K1 b - - 6 35,c2c1,2,646,c2c1 e6e1 c1e1
fHHOW,1r5r/p3R3/2k2pp1/2p4p/2PpP3/P2n4/2P3PP/5RK1 w - - 0 29,f1f6,1,1005,f1f6
AIyzi,4r3/pk5p/3R2p1/1p6/4rp2/7P/PP3PPB/2R3K1 b - - 1 30,e4e1,2,454,e4e1 c1e1 e8e1
Exa92,5q1k/1pp5/p6p/8/3P2Q1/2P3b1/PPN3P1/5BK1 b - - 0 38,f8f2,2,1131,f8f2 g1h1 f2f1
dqijY,1r6/p2p1k1p/5ppP/5r2/1B6/Pq6/1P2QP2/1K6 w - - 7 38,e2e7,2,1059,e2e7 f7g8 e7g7
zHmzA,4r1k1/5ppp/p7/3p4/p1pP4/8/Pr2RRPP/7K w - - 0 26,e2e8,1,874,e2e8
We9Dr,1r6/4krp1/P2p1pQp/4pR2/2P1P3/3q4/6PP/R6K b - - 1 30,b8b1,3,941,b8b1 a1b1 d3b1 f5f1 b1f1
dZjLS,6k1/ppp1q2p/3p2p1/4r3/2P2b2/2Q4R/PP4P1/4R1K1 b - - 0 36,e5e1,2,586,e5e1 c3e1 e7e1
7W52U,6k1/5ppp/1R1Bb3/8/8/6P1/5K1P/r7 w - - 7 41,b6b8,2,561,b6b8 e6c8 b8c8
GBHvC,7k/2p3b1/3p3r/p1p5/P3Q1q1/R4pP1/1P3P2/4R1K1 b - - 0 37,h6h1,3,1402,h6h1 g1h1 g4h3 h1g1 h3g2
fneHx,4r2k/2QP2p1/2N2p2/7p/5p2/3b1P2/P5PP/6K1 b - - 0 34,e8e1,2,1388,e8e1 g1f2 e1f1
kIQnN,8/pR6/2p2k2/3p3K/6P1/5P2/PP1r3P/8 b - - 0 42,d2h2,1,548,d2h2
O6hs0,r7/ppk4p/2pb2p1/q7/8/1P3Q2/PBP2PPP/4R1K1 b - - 0 21,a5e1,1,656,a5e1
LyW96,6k1/pq3ppp/1p1Qpn2/8/3P4/5b1P/PP2rPP1/5RK1 w - - 0 27,d6d8,2,549,d6d8 f6e8 d8e8
R63TK,6r1/2qP2k1/1p5p/p1p2Q1P/4p3/PP2P3/5PP1/6K1 w - - 3 31,f5g6,2,1227,f5g6 g7h8 g6h6
0qDk9,5r1k/1bp3p1/1p3q1p/p3R3/8/2PQ2P1/PP3PP1/4R1K1 b - - 0 27,f6f2,2,1171,f6f2 g1h2 f2g2
157AH,6rk/p1p4p/1p1qb3/n3p1Q1/4P3/3P2R1/2P3PP/7K w - - 0 28,g5f6,2,1148,g5f6 g8g7 f6g7
474YJ,3r3k/2P3p1/1P2Rp1p/4b3/r7/PR4P1/5PP1/6K1 b - - 0 37,d8d1,2,1125,d8d1 g1h2 a4h4
xoLSh,6k1/p1p3pp/2p5/2PP4/4p2q/4Br1P/PP3P1K/R2Q3R b - - 1 20,f3f2,2,2065,f3f2 e3f2 h4f2
B33sU,2b5/5p2/p3p2b/1p1pPk1p/3P1P2/P1PN2K1/7P/1B6 w - - 8 35,d3c5 d3b4 d3f2 d3b2 d3e1 d3c1,1,699,d3c5
c2W64,6k1/6p1/2pP2qp/4P3/3P4/1pBQ1R1P/2r3P1/7K b - - 0 46,g6g2,1,1109,g6g2
g2Rvq,2r5/2r2pp1/1k2p1qp/1p1pP3/1P1P4/pKPR1QP1/P4R1P/8 b - - 6 39,c7c3,3,1702,c7c3 d3c3 g6b1 f2b2 b1b2
z96qh,6k1/q2PR1p1/3B4/1p5Q/pPp4p/P1P4P/5rP1/7K b - - 0 41,f2f1,2,923,f2f1 h1h2 a7g1
8JIdp,5k2/5rq1/r4N2/p3Pp2/2p5/8/PPP2P1P/2KR4 w - - 0 27,d1d8,2,1611,d1d8 f8e7 d8e8
TMdgG,8/4R2p/4Rr1k/1b1p2p1/p5PP/P7/1P1r1P2/6K1 w - - 2 36,e6f6,1,1399,e6f6
KG8OO,2kr4/1p1n2pp/B3Q3/2p1p3/4P3/8/PPPq3P/1K5R w - - 0 21,e6c6,2,1468,e6c6 c8b8 c6b7
zPkAJ,5Q2/1p4pk/p1p4p/P2p3q/4r3/2P5/1PB3PP/3R3K b - - 1 36,h5d1,3,947,h5d1 c2d1 e4e1 f8f1 e1f1
O5CIk,6k1/p5pp/8/2p1p1N1/4b1PP/7r/PP3P2/R2R2K1 b - - 4 27,h3h1,1,701,h3h1
mD22e,5bk1/3N1p1p/6p1/1Pr5/8/1Q2P2P/1P3PPB/6K1 b - - 0 29,c5c1,2,507,c5c1 b3d1 c1d1
vvOHF,1R3Q2/5ppk/p6p/5P2/6P1/5PKP/q1r5/8 b - - 6 34,c2g2,4,1624,c2g2 g3h4 a2f2 h4h5 g7g6 f5g6 f7g6
wB6qq,1r6/1p3rk1/7R/p2Q3p/8/P7/4q1P1/7K w - - 0 34,d5g5,2,982,d5g5 g7f8 h6h8
jmXia,6k1/3Bq2p/6pQ/p2p1p2/3P1P2/P3P3/2r4P/3R2RK b - - 0 34,e7e4,2,1072,e7e4 g1g2 e4g2
QabXS,6k1/2q2pp1/p1p1p2p/3p4/4n3/P3NPPP/1BQ1P1K1/8 b - - 0 30,c7g3,2,902,c7g3 g2f1 g3f2
gmCPB,3r4/1p6/3p2R1/2p1k3/2K2p2/5r2/8/6R1 w - - 2 46,g1g5,2,1525,g1g5 e5e4 g6e6
jirh4,6k1/p4pp1/1p5p/2p5/4P3/2P2BbP/PP1rR1P1/6K1 b - - 1 24,d2d1,2,791,d2d1 e2e1 d1e1
2q5xo,2k5/1p4p1/p1p5/3ppP2/1P6/P2PKP2/1RP3r1/8 b - - 1 29,d5d4,2,947,d5d4 e3e4 g2e2
D4lBy,5q1k/6p1/1r2R1Kp/4QP2/7P/6P1/8/8 b - - 8 54,f8e8,1,1725,f8e8
y0Bax,5r2/4b2k/3p3p/8/3qN3/1P2Q3/P5PP/2B3K1 b - - 2 36,d4d1,2,964,d4d1 e3e1 d1e1
v8vDq,3r4/5pkp/4p1p1/3n3P/1p5Q/p1q2BP1/4PPK1/8 w - - 0 35,h5h6,2,1405,h5h6 g7h8 h4d8
IuEvY,1r1R4/p3kpp1/4p2p/2p5/b3B3/2P5/P1P2PPP/1R4K1 b - - 0 23,b8b1,2,1153,b8b1 d8d1 b1d1
d8bo3,8/2r5/2P5/1R2p1pp/2rk1p2/5P1P/P1R1K3/8 w - - 1 42,c2d2,2,1230,c2d2 d4c3 b5b3
D3iG6,8/4R3/5kpp/8/3p1PP1/1Bb3P1/7K/3rq3 w - - 1 49,e7f7,1,1373,e7f7
fJhUx,8/8/4p1pk/1p1pPQ2/1P3PK1/5B1P/2R3P1/r3q3 b - - 0 38,g6f5 e6f5,1,955,g6f5
VLM1K,3rr1k1/6p1/p2B2p1/4P1q1/2p1p3/4P1PR/PPQ3P1/6K1 w - - 0 29,c2c4,2,1075,c2c4 e8e6 c4e6
xFqPB,5r2/1b3p2/2k1pPP1/pq1pQ3/1p6/2P1B3/P1P5/1K1R4 b - - 0 32,b4c3,2,1120,b4c3 b1a1 b5b2
dDTJM,r5k1/5pp1/7p/3pq3/8/1Q6/1P1R1PPP/r2R2K1 b - - 2 34,e5e1,2,1416,e5e1 d1e1 a1e1
PILu8,3R4/2P1kppp/8/3P1nPP/1r6/5P1K/4n1B1/4R3 b - - 9 37,b4h4,1,662,b4h4
GL4aO,2r3k1/p2Q2pp/5b2/8/P1q2B2/6P1/2p2P1P/4R1K1 w - - 4 32,e1e8,2,1162,e1e8 c8e8 d7e8
WeGk0,2k5/2q2pbp/4p3/8/1Q2P3/2P3Pp/PP6/R4RK1 b - - 0 30,c7g3,2,1128,c7g3 g1h1 g3g2
PqBlz,1R6/3R1Pk1/3N4/8/8/1p3nP1/r7/7K b - - 0 45,a2h2,1,1154,a2h2
GFBbO,8/5p1k/5Qpp/8/4qn2/P6P/5PP1/5RK1 b - - 4 44,e4g2,1,968,e4g2
jQCw3,6k1/pp3p1p/6p1/3Q2N1/8/8/1P3PPP/1qrR2K1 b - - 0 24,c1d1,2,557,c1d1 d5d1 b1d1
4QHln,7k/7p/1p6/2bR1N2/P3nqP1/1P5P/2P3K1/8 w - - 1 42,d5d8,2,544,d5d8 c5f8 d8f8
USzzB,6QK/5q2/7k/8/8/8/8/8 b - - 0 65,f7f6,2,1183,f7f6 g8g7 f6g7
