puzzle_id,fen,key_moves,mate_in,rating,solution
qPBzv,3r1rk1/1p3p2/p5pQ/2p1q2p/P3P2P/2PP2R1/1P4R1/7K w - - 2 29,g3g6,3,1988,g3g6 f7g6 h6g6 e5g7 g6g7
sNxbQ,3r2k1/5ppp/1pB2R2/1Pp1b3/4Q3/7P/2P3P1/7K b - - 0 32,d8d1,3,542,d8d1 e4e1 d1e1 f6f1 e1f1
y8SJF,2kr2nQ/ppp2p1p/8/8/8/2P2qP1/P1P2PBP/R6K b - - 2 19,d8d1,3,978,d8d1 a1d1 f3d1 g2f1 d1f1
9lfAh,6k1/p1p2rpp/2pb3B/8/4p1Q1/2N5/PPq2PPP/1R4K1 b - - 1 20,c2f2,3,1136,c2f2 g1h1 f2f1 b1f1 f7f1
7kL8s,1k5r/pp4P1/2R1p3/3p2B1/3P2P1/1Q6/PP3PK1/4q3 b - - 0 26,e1h1,3,1923,e1h1 g2g3 h8h3 g3f4 h1e4
K7ZMl,r4k1r/p3nppp/2p5/3p1p2/3P4/2N3Pq/PPP1Q2P/4R1K1 w - - 4 16,e2e7,3,605,e2e7 f8g8 e7e8 a8e8 e1e8
V9jy1,5k2/p2Q1pp1/2p1p3/q4n2/4pB2/b7/Pr1R1P1P/R1K5 w - - 0 25,d7c8,3,2114,d7c8 f8e7 f4g5 f7f6 d2d7
sSUY4,4q2r/pp3p1k/3P1R2/4rp1p/2p1P2P/P3Q1K1/1P6/8 w - - 0 38,f6h6,3,1927,f6h6 h7g8 e3g5 g8f8 h6h8
kLUfy,r2q1b1k/5pp1/p5rp/1p2B2R/2p1Q3/7R/PPPp1PPP/6K1 w - - 0 28,h5h6,3,1107,h5h6 g6h6 h3h6 h8g8 e4h7
J5uow,r4rk1/1pp2ppp/p2p4/3N4/2P1P3/P7/1bP2pK1/R6R w - - 0 29,d5e7,3,1452,d5e7 g8h8 h1h7 h8h7 a1h1
OGXzY,6k1/p1p3p1/1p2q2p/7Q/8/1PN4P/P2r1R2/6K1 b - - 0 29,e6e1,3,1198,e6e1 f2f1 e1g3 g1h1 d2h2
p2lgG,3QQ3/5pk1/6pp/2p5/r3q3/4P3/3r1PPP/2R2K2 b - - 0 32,e4c4,3,1953,e4c4 c1c4 a4a1 c4c1 a1c1
DYX8N,4k2r/pp3Nb1/1qpr3p/4P3/2P4B/P7/6PP/5R1K w k - 0 27,f7d6,3,1616,f7d6 e8d7 f1f7 d7e6 f7e7
Kcmo8,5rk1/2p3p1/1p2pq1p/pP2R3/P1P5/8/1B3PPP/3Q2K1 b - - 0 30,f6f2,3,1108,f6f2 g1h1 f2f1 d1f1 f8f1
FMCAk,3r2k1/5pp1/8/3R4/6q1/1P2Q1Pp/P4P1P/3R2K1 b - - 0 28,g4d1,3,1461,g4d1 d5d1 d8d1 e3e1 d1e1
E07fX,6k1/p5bR/4p1P1/2p1qp2/1pP1p2Q/1P1bP3/P4P2/2K5 w - - 1 33,h7h8,3,2000,h7h8 g7h8 h4h7 g8f8 h7f7
GVfoA,5rk1/p5pp/1p1R4/2pPQ3/2P4q/2P5/P4PPP/R5K1 b - - 0 24,h4f2,3,1121,h4f2 g1h1 f2f1 a1f1 f8f1
5eYwH,6k1/2p1rppp/2np4/3P1Q2/3NP3/4P2P/6PK/1q6 w - - 0 27,f5c8,3,1091,f5c8 c6d8 c8d8 e7e8 d8e8
hyF8i,1k2rr2/ppp3p1/2n5/2q4p/8/2Q5/PPPP1PPP/R1B2RK1 b - - 4 18,c5f2,3,1435,c5f2 f1f2 e8e1 f2f1 e1f1
BZOLY,3Q4/R4pkp/4p2n/3pP2p/3P4/6PP/5q2/5b1K w - - 0 42,d8g5,3,1465,d8g5 g7h8 a7a8 h6g8 g5g8
ZReFC,4r3/6B1/1R5p/p4ppk/4r3/2P5/PP3KPP/8 w - - 4 28,b6h6,3,1045,b6h6 h5g4 h2h3 g4f4 g2g3
aYpbw,r1b2rk1/pp3ppp/2p4q/8/2Q5/7N/PPP3PP/1K1R1R2 w - - 0 19,c4f7,3,1621,c4f7 f8f7 d1d8 f7f8 f1f8
3ch1d,5r2/rp1P1qpk/p6p/P1PR4/4p3/1QP5/6PP/3R2K1 b - - 2 33,f7f2,3,1119,f7f2 g1h1 f2f1 d1f1 f8f1
W1RQt,3K4/k2P4/8/3Q4/1q2P3/8/8/8 b - - 0 57,b4f8,3,1601,b4f8 d8c7 f8b8 c7c6 b8b6
93VNG,6k1/1b1r2p1/p3p1Bp/1p1n4/3P3P/8/2R2KP1/2R5 w - - 2 37,c2c8,3,559,c2c8 b7c8 c1c8 d7d8 c8d8
45g95,3r2k1/ppp2ppp/8/6q1/2P3n1/4P3/PP3QPP/5RK1 w - - 5 26,f2f7,3,709,f2f7 g8h8 f7f8 d8f8 f1f8
wmOAe,5r2/6bk/1p3qnp/p2P3Q/P1P1B1pN/8/1P3PPP/3R2K1 b - - 1 33,f6f2,3,1127,f6f2 g1h1 f2f1 d1f1 f8f1
J7abe,5r1k/p5p1/6Q1/2q5/P7/2r5/4RPPP/R5K1 b - - 2 26,c3c1,3,845,c3c1 a1c1 c5c1 e2e1 c1e1
ASo6U,8/6pk/p2p2rp/4p3/4P2r/5PqP/PPQ2RP1/5R1K b - - 10 32,h4h3,3,1621,h4h3 g2h3 g3h3 f2h2 h3f1
ilqr5,r1b2bkr/ppp3pp/5n2/4p3/5p1q/5Q2/PPPPN1PP/R1B2RK1 w - - 0 13,f3b3,3,1399,f3b3 f6d5 b3d5 c8e6 d5e6
W3vWH,3r2k1/1p4p1/4p2p/pP2P3/P2RQ3/5P2/2q3PP/3R3K b - - 0 32,c2d1,3,1318,c2d1 d4d1 d8d1 e4e1 d1e1
EhYRO,4rr2/1p3p1k/p1n4p/2pp1R2/4q3/2P1P1QP/PP4P1/5RK1 w - - 0 26,f5f7,3,1051,f5f7 f8f7 f1f7 h7h8 g3g7
phWNq,8/p4r1k/4Q2p/2qp2p1/8/8/PP3PPP/R5K1 b - - 0 26,c5f2,3,922,c5f2 g1h1 f2f1 a1f1 f7f1
sBdW0,r1b2rk1/1p1nbNpp/pqn1Qp2/4P3/P4P2/8/1P4PP/R1B1NR1K w - - 3 19,f7h6,3,1294,f7h6 g8h8 e6g8 f8g8 h6f7
C8VtA,2k5/prp2ppp/3r4/8/Q1P5/KPb1B3/P1B2P1P/q7 w - - 0 27,a4e8,3,1299,a4e8 d6d8 c2f5 c8b8 e8d8
eWeFj,4rr1k/7p/2pQ2p1/8/3R4/2P5/Pq3PPP/5RK1 b - - 2 29,b2f2,3,1440,b2f2 f1f2 e8e1 f2f1 e1f1
aSQ69,3r1r1k/1pp2pp1/p4Nnp/8/7Q/7R/Pq4PP/5R1K w - - 2 28,h4h6,3,1050,h4h6 g7h6 h3h6 h8g7 h6h7
4AyaP,r4r2/pb1B3k/1p4pp/2qpR3/6Q1/8/PP3PPP/4R1K1 b - - 4 31,c5f2,3,1171,c5f2 g1h1 f2f1 e1f1 f8f1
jdilR,r6k/p6p/1p1p1r2/3Pn3/NP2PpP1/6n1/P3B1PK/2R1QR2 b - - 0 28,f6h6,3,2058,f6h6 h2g1 h6h1 g1f2 g3e4
mdzqu,8/5R2/6pp/p1pB2k1/2Pb4/5KP1/r6P/8 w - - 2 33,h2h4,3,1923,h2h4 g5h5 f7f5 g6f5 d5f7
rg0UF,6k1/pR3rpp/8/8/6Q1/2qp3P/P5P1/7K w - - 0 28,b7b8,3,1406,b7b8 f7f8 g4e6 g8h8 b8f8
BAAGo,4r1r1/1p1b1pkp/p2Q4/3PR3/8/1P5P/q1P2PP1/5K1R w - - 5 24,e5g5,3,1186,e5g5 g7h8 d6f6 g8g7 f6g7
jn9aF,1k6/1pp3pp/p5n1/2N5/1P6/4Q3/P1PK1P1q/8 w - - 0 26,c5d7,3,1711,c5d7 b8a8 e3e8 a8a7 e8b8
Dv1rk,8/8/5pk1/6p1/6K1/1R2P1P1/5r2/8 b - - 0 54,f6f5,3,1057,f6f5 g4h3 g5g4 h3h4 f2h2
HI5vQ,6k1/p4pp1/1qp4p/Q7/2P2p2/1r3P2/6PP/4R2K w - - 0 35,e1e8,3,991,e1e8 g8h7 a5f5 g7g6 f5f7
j3uPj,rr4k1/5ppp/3Q4/8/P7/2p3P1/K1P2P1P/3R4 b - - 0 32,a8a4,3,1469,a8a4 d6a3 b8b2 a2a1 a4a3
0lmbU,r5rk/2nb1qpp/p2p1p2/1p2pP2/4P3/3pBR1Q/PPP1N1PP/R5K1 w - - 0 22,h3h7,3,1192,h3h7 h8h7 f3h3 f7h5 h3h5
WQFMr,6k1/p5r1/1p4p1/4R3/2Pr4/5R2/8/6K1 w - - 2 37,e5e8,3,832,e5e8 g8h7 f3h3 d4h4 h3h4
y3QcR,5rk1/p5p1/2Q1p2p/3r4/1P6/6N1/PBP2qPP/6RK b - - 0 25,f2g1,3,1327,f2g1 h1g1 d5d1 g3f1 d1f1
IDHLS,6k1/5p2/3r2pp/p7/q7/4Q3/P2R1PPP/3R2K1 b - - 0 31,a4d1,3,1160,a4d1 d2d1 d6d1 e3e1 d1e1
OKRo5,4r1r1/pp2k2p/4bp2/8/4RQ1K/3PBP2/6qP/8 w - - 4 34,f4c7,3,2074,f4c7 e7f8 e3c5 e8e7 c7e7
z04Rj,4r1k1/2R4p/5p2/p2P2p1/4P3/R4PB1/4bPKP/1r6 b - - 10 31,e2f1,3,1398,e2f1 g2h1 f1h3 c7c1 b1c1
pNBfJ,1r6/7P/3kp1R1/p2pr3/8/2p5/P1P1N2R/3K4 b - - 3 38,b8b1,3,1178,b8b1 e2c1 b1c1 d1c1 e5e1
mmQuy,4Q3/p2r2pk/5p2/6p1/5q2/4b2P/6P1/2R4K w - - 2 41,e8h5,3,1253,e8h5 h7g8 c1c8 d7d8 c8d8
6cuO2,5q1k/R2Q3p/6p1/8/2P5/1P5P/P4PP1/3rN1K1 b - - 8 48,d1e1,3,1224,d1e1 g1h2 f8f4 g2g3 f4f2
L574P,1k4r1/1pR2Q2/p7/2B1p2p/4P3/5pPK/PP3P1P/3q4 b - - 1 27,d1f1,3,1053,d1f1 h3h4 g8g4 h4h5 f1h3
4W6qx,2kr1b1r/ppp1pppp/6q1/1N1P4/2P3b1/1Q3P2/PP3P1P/R1B1RBK1 b - - 0 16,g4f3,3,992,g4f3 c1g5 g6g5 f1g2 g5g2
xu8lx,rn4k1/pp4pp/8/2pP4/2B1P1b1/2PK4/P5Pq/R1b2Q2 w - - 0 21,d5d6,3,997,d5d6 g4e6 c4e6 g8h8 f1f8
msL2D,r1r3k1/1Qp2ppp/1p6/3n4/2p5/2q5/P3RPPP/4RK2 w - - 0 26,b7c8,3,1619,b7c8 a8c8 e2e8 c8e8 e1e8
SNRka,1R6/1P6/8/5pp1/5k2/5PPp/1r5P/6K1 b - - 0 33,f4f3,3,1344,f4f3 b8e8 b2b1 e8e1 b1e1
4IuYB,r5k1/p1bp1npp/b7/2P3q1/8/PQ2P1P1/5R1P/R5K1 w - - 0 23,b3f7,3,943,b3f7 g8h8 f7f8 a8f8 f2f8
fgzoO,4k3/p1b3p1/P7/5B2/3nQ2P/4B3/1rq5/R4R1K b - - 0 29,c2e4,3,1320,c2e4 f5e4 b2h2 h1g1 d4e2
6VMnN,8/1pB1b2k/2p1B2p/1p1p1p2/3PbP2/4P2P/rP5K/6R1 w - - 0 28,e6g8,3,1174,e6g8 h7h8 c7e5 e7f6 e5f6
Y9j96,4R1rk/pp3p1n/2n4Q/3b4/8/2q5/P4PPP/4R1K1 w - - 0 24,e8g8,3,1592,e8g8 h8g8 e1e8 h7f8 e8f8
XuVe4,1rb2rk1/p1pq1ppp/2p5/6N1/4P3/2Q5/PP3PPP/R1B2K1R b - - 2 14,d7d1,3,1481,d7d1 c3e1 c8a6 f1g1 d1e1
5I0bn,5r1k/R5Rp/8/1P1Q1p2/3P2qr/4PpP1/5P2/6K1 b - - 0 27,h4h1,3,1433,h4h1 g1h1 g4h3 h1g1 h3g2
XJS8Y,r5k1/1pp3pp/1P1pq3/5p2/1P2PRn1/8/3BQ1P1/1R5K b - - 0 28,e6h6,3,1203,e6h6 h1g1 h6h2 g1f1 h2h1
hs7TE,r4k2/1pp2ppp/p7/8/2b4Q/8/2q2PPP/4R1K1 w - - 2 26,h4e7,3,940,h4e7 f8g8 e7e8 a8e8 e1e8
C7Q2d,r7/1p1n1pk1/2p3pq/3P2r1/3NB3/pP2P3/P3QP1P/2RR3K b - - 2 29,h6h2,3,1607,h6h2 h1h2 a8h8 e2h5 h8h5
jaFt6,r4rk1/ppp2ppp/3pq3/2b4n/2P1P3/1P1Q1PP1/PB4BP/3R1R1K b - - 5 17,h5g3,3,1044,h5g3 h2g3 e6h6 g2h3 h6h3
YgDjM,1r4k1/5ppp/1r5q/2p5/p2pP1P1/1P1PbQ2/P5RP/5R1K w - - 0 27,f3f7,3,678,f3f7 g8h8 f7f8 b8f8 f1f8
PfnrJ,6k1/4Qr2/p2p1p1p/2p2P1N/2Pb3P/6P1/P2q1PK1/8 w - - 4 28,e7e8,3,1634,e7e8 f7f8 e8g6 g8h8 g6g7
gAeZb,1k1r4/pp4pQ/2p2p2/8/3q4/5P1P/PPP3P1/2K4R b - - 0 24,d4d2,3,1096,d4d2 c1b1 d2d1 h1d1 d8d1
LfhNl,6k1/3R1pp1/4p2p/8/Q6q/1P2PP2/P3K1R1/2r5 b - - 3 38,h4e1,3,2236,h4e1 e2d3 c1c3 d3e4 e1e3
jG5ab,5k2/5pp1/p1q1p1rp/1p6/2n4B/P1PR3P/5PP1/3R2K1 w - - 0 32,d3d8,3,838,d3d8 c6e8 d8e8 f8e8 d1d8
N3E7A,3q1r2/1b3pk1/1p2p1n1/1p4R1/2rP4/6RP/P1Q2PP1/6K1 w - - 0 26,g5g6,3,1275,g5g6 f7g6 c2g6 g7h8 g6h5
eX8Rq,r3b1rk/pp2q1bp/3p1pR1/2pPnP1Q/2P1PNR1/7P/PPB5/7K w - - 9 28,h5h7,3,1346,h5h7 h8h7 g4h4 g7h6 h4h6
EHPGz,4r3/1b4Q1/p3k2B/1pq5/2p1P3/2P5/PPB2nPP/5RK1 b - - 6 32,f2h3,3,1302,f2h3 g1h1 c5g1 f1g1 h3f2
pSIaH,r4r1k/1b2NBpp/p7/1p2pQ2/4P3/2P2P2/PP3qPP/R6K w - - 0 25,e7g6,3,1714,e7g6 h7g6 f5h3 f2h4 h3h4
LCMoi,6k1/ppp3pp/3pp3/4P3/5n1r/P1Q2q2/1P3PRP/6RK b - - 1 26,h4h2,3,1873,h4h2 h1h2 f3h5 c3h3 h5h3
17aTJ,1r3rk1/5q2/p2p2BQ/P1pPp3/8/8/1P3PPP/1R4K1 b - - 0 33,f7f2,3,827,f7f2 g1h1 f2f1 b1f1 f8f1
5EyHo,5rk1/1p1q1ppp/6r1/p3p3/P1BpPn2/7P/1PPQ1PPK/R5R1 b - - 10 23,g6g2,3,1371,g6g2 g1g2 d7h3 h2g1 h3g2
la0O5,1rr4k/p2NQ3/q4pp1/7p/2P5/P3P1P1/1P3P1P/2KR3R b - - 2 33,a6c4,3,1572,a6c4 c1b1 c4c2 b1a1 c2b2
rwztz,5r1k/6p1/6Qp/3B4/3PP2q/3R4/4KP2/8 b - - 2 36,f8f2,3,1914,f8f2 e2d1 h4h1 g6g1 h1g1
JwyVD,r3r1k1/ppp4p/6pQ/8/3P4/3B4/1qPK3P/6R1 w - - 0 25,g1g6,3,2297,g1g6 h7g6 d3c4 e8e6 c4e6
POaTA,4r1k1/2QN1pp1/8/P7/5nqN/1P1P2P1/5P1P/R4K2 b - - 2 31,g4e2,3,1949,g4e2 f1g1 e2e1 a1e1 e8e1
320xh,r1b2rk1/1pp2ppp/1n6/p3q3/4N3/1B3Q2/PP3PPP/2KR3R w - - 2 15,f3f7,3,1780,f3f7 f8f7 d1d8 e5e8 d8e8
D1Xhn,r5k1/2R2pp1/4p2p/1p6/3PB3/4P3/5PPP/6K1 b - - 0 27,a8a1,3,523,a8a1 e4b1 a1b1 c7c1 b1c1
mN5Ob,r5k1/1pQ3pp/p3p3/8/1P2q3/3p4/P5PP/5RK1 w - - 0 25,c7f7,3,980,c7f7 g8h8 f7f8 a8f8 f1f8
rU1Id,5NQ1/pp2k3/5qp1/1B6/4p3/2P2p2/PP3P2/7K b - - 0 43,f6h4,3,2248,f6h4 h1g1 h4g5 g1f1 g5c1
FvqDI,5rk1/pp1rRppp/2p5/8/5Q2/6Pq/PPP4P/5RK1 w - - 3 26,f4f7,3,1403,f4f7 f8f7 e7e8 f7f8 f1f8
shxw1,k2r4/pp3Qb1/2p3p1/q3p1P1/4B3/8/PPP2PP1/2K4R b - - 0 25,a5d2,3,948,a5d2 c1b1 d2d1 h1d1 d8d1
15yQQ,5rk1/1p3r1p/1q2p1p1/p3P3/1PPpNnP1/P6Q/5P1R/R3K3 w Q - 1 25,e4f6,3,1395,e4f6 g8h8 h3h7 f7h7 h2h7
pW5yO,3r1rk1/pR2Q1pp/5q2/4p3/4P3/8/PP3PPP/5RK1 b - - 2 23,f6f2,3,1473,f6f2 f1f2 d8d1 f2f1 d1f1
W23rO,8/q4p1p/4p1pk/3pP2N/1Qb2P2/6RP/2PK3P/r7 w - - 13 35,b4f8,3,1156,b4f8 h6h5 g3g5 h5h4 f8h6
I67Iu,8/1ppQ2pk/p2p3p/4b3/3p2B1/P2P3P/1PPK2P1/4Br1r b - - 7 25,e5f4,3,1429,e5f4 d2e2 f1e1 e2f3 h1f1
H3s4W,7r/3nq3/1b2bP2/6k1/1p2P3/6P1/4N1BP/R2Q1R1K b - - 0 26,h8h2,3,1620,h8h2 h1h2 e7h7 g2h3 h7h3
vvLAx,r4rk1/1b3ppp/p7/1p1NPR2/4q3/7R/P5PP/3Q2K1 w - - 0 22,d5e7,3,1209,d5e7 g8h8 h3h7 h8h7 d1h5
XMosM,2R5/2p2qpk/1p1b4/p1nP1pp1/r5B1/6PP/P3QPK1/8 w - - 0 32,g4f5,3,1876,g4f5 g7g6 e2h5 h7g7 h5h8
wModD,1r2kr2/2p2pQp/8/1b2p3/8/2Pq3N/P4PBP/K1B4R b - - 0 19,d3b1,3,2187,d3b1 a1b1 b5d3 b1a1 b8b1
lLkBd,4r1k1/p1p2pp1/2p5/2b4p/P4B1Q/3P1qP1/2P2P1P/5RK1 b - - 5 24,c5f2,3,1750,c5f2 f1f2 e8e1 f2f1 f3f1
lWuy9,1k1r4/1pp2Q2/p6p/4p1p1/1q2P3/4BP2/PP1r2P1/1KR5 w - - 0 32,f7c7,3,1367,f7c7 b8a8 c7c8 d8c8 c1c8
3YEsr,3r4/1R2Q1p1/5rk1/p6p/8/2P5/q4PPP/4R1K1 b - - 0 29,a2f2,3,1084,a2f2 g1h1 f2f1 e1f1 f6f1
iz5EH,4r2k/4q2p/1pQ3p1/8/p1PR4/8/PP3PPP/3R1K2 b - - 0 37,e7e2,3,1189,e7e2 f1g1 e2e1 d1e1 e8e1
kYbRZ,1k5r/1pp2R2/1q6/8/2P1P1p1/3P2P1/4QRKP/r7 b - - 4 35,h8h2,3,1261,h8h2 g2h2 b6h6 h2g2 h6h3
LYx69,1Q6/8/1pq4k/2p5/4P3/6Pp/PP3P2/7K b - - 0 41,c6e4,3,1132,c6e4 f2f3 e4f3 h1g1 f3g2
AKHBQ,k2r4/pp2Np1p/5Q2/q3p3/4P1bN/8/PPP2PPP/2K3R1 b - - 3 20,a5d2,3,1113,a5d2 c1b1 d2d1 g1d1 d8d1
91QmO,r4k2/1p3p1p/1Rr2Np1/6P1/P1b3P1/5P2/1P6/1K2R3 b - - 0 28,c4d3,3,1904,c4d3 b1a2 a8a4 a2b3 d3c2
NjzYV,3r1k1r/QR2Rpp1/2p2qp1/2P5/8/4BP2/6PP/6K1 b - - 3 30,d8d1,3,1296,d8d1 g1f2 f6h4 g2g3 h4h2
WoxT4,3R4/p5kp/1p2r3/1P2Ppp1/PQr2P2/6P1/4q2P/6K1 w - - 2 34,b4f8,3,1788,b4f8 g7g6 f8g8 g6h5 g8g5
u8mij,5rk1/p2QR3/5np1/2p1ppNp/2q2n1P/8/5PP1/5R1K w - - 5 32,e7g7,3,1437,e7g7 g8h8 g7h7 f6h7 d7h7
TYQqT,8/4r1p1/1p6/p1p2R2/3pP1pk/PP1P2R1/2P3BK/4q3 w - - 4 41,g3g4,3,1988,g3g4 h4g4 g2f3 g4h4 f5h5
5TMmI,1n2r1k1/r4ppp/1p1q4/pP2N3/NbPPbQ2/2B5/PK3P1P/3R2R1 b - - 1 22,b4c3,3,1801,b4c3 a4c3 d6b4 b2a1 b4c3
ld6Iq,1n4k1/5R2/2p3p1/3p2q1/3P4/4P3/Pr4P1/5RK1 w - - 1 35,f7f8,3,1090,f7f8 g8h7 f1f7 h7h6 f8h8
tTrrH,1rr3k1/pp3pp1/7p/q2pR3/3P2b1/3B4/P1Q2PPP/4R1K1 w - - 3 19,c2c8,3,1626,c2c8 b8c8 e5e8 c8e8 e1e8
ISQtx,5rk1/p3Q3/1p2p1p1/4N2p/2rq4/8/P4RPP/5RK1 b - - 0 25,d4f2,3,1593,d4f2 f1f2 c4c1 f2f1 c1f1
y5hy6,r3k1n1/pbp1p1r1/1p2P1pn/4q2p/2P5/2N4P/PP1Q2P1/2KR1B1R w q - 0 20,d2d7,3,1120,d2d7 e8f8 d7d8 a8d8 d1d8
SULKl,r4k1r/ppp2ppp/3p2q1/3P4/6b1/BP2Q3/P1P1R1PP/R5K1 w - - 2 17,e3e7,3,1114,e3e7 f8g8 e7e8 a8e8 e2e8
ZKoDw,1N6/1kp5/3p4/Pp2p1p1/1pQ1P3/1P1P2q1/2n5/5K2 w - - 2 42,a5a6,3,2343,a5a6 b7b8 c4b5 b8a7 b5b7
iiI0n,3q2k1/ppp3pp/4p3/4P1P1/b3pQ2/2P1P2P/PP2r3/K4R2 w - - 6 28,f4f7,3,995,f4f7 g8h8 f7f8 d8f8 f1f8
LKkuw,5r1k/pp1Q2bp/3p2p1/3Pp1B1/2p1P3/2q3P1/P6P/5RK1 w - - 0 27,f1f8,3,1263,f1f8 g7f8 g5f6 h8g8 d7e6
nBfvC,6k1/p1pN1p1p/6pB/5n2/2P4P/Pr6/4rPP1/3R2K1 w - - 0 28,d7f6,3,847,d7f6 g8h8 d1d8 e2e8 d8e8
20EAe,r4r1k/ppp3pp/4Bq2/2R5/3p4/2P5/PP3PPP/R1BQ2K1 b - - 0 15,f6f2,3,974,f6f2 g1h1 f2f1 d1f1 f8f1
CeLTD,6k1/2Q2pp1/1p3r1p/pP3q2/P2Pp3/4P3/6PP/3R1BK1 b - - 5 30,f5f2,3,1109,f5f2 g1h1 f2f1 d1f1 f6f1
1fWDZ,2r3k1/1b3p2/p3rnpR/1p1p2B1/4p3/2P4R/P5PP/3B2K1 w - - 0 38,g5f6,3,1900,g5f6 e6f6 h6h8 g8g7 h3h7
fGrSJ,2k1r2r/Qp2n3/1P2q3/P1pp4/6p1/7p/2PN1PPP/R5K1 w - - 0 24,a7a8,3,1146,a7a8 c8d7 a8b7 d7d8 b7c7
dEujn,1r4k1/4pp2/p2p1n2/2p5/3nP3/q2BQP2/1pP2P2/1K5R w - - 0 23,e3g5,3,997,e3g5 g8f8 h1h8 f6g8 g5g8
S4yHE,1nb2k2/p6Q/4Brp1/3p2N1/2p2q2/2P5/P1P3PP/1R4K1 b - - 0 26,f4f2,3,1369,f4f2 g1h1 f2f1 b1f1 f6f1
xtAai,6k1/1QP4p/4p1pq/p3pr2/3n4/8/PP3PPP/R4RK1 b - - 0 29,d4e2,3,1383,d4e2 g1h1 h6h2 h1h2 f5h5
XKorZ,6k1/2p3P1/p5K1/8/Pp3P2/8/8/8 w - - 0 48,f4f5,3,818,f4f5 b4b3 f5f6 b3b2 f6f7
fdSTr,r1b2r2/6k1/p3pqpp/1p1pN3/3Q4/2P1R3/PP3PPP/R5K1 b - - 1 23,f6f2,3,731,f6f2 g1h1 f2f1 a1f1 f8f1
S6jaA,2r2r2/5b2/1p3Pkp/p2p1R2/1q1P2pP/4Q3/1P4P1/R5K1 w - - 2 30,f5g5,3,1695,f5g5 h6g5 e3g5 g6h7 g5g7
Tqx2X,6k1/1p3p1p/3q1Bp1/1n4P1/pP3R1Q/5K1P/1Pr5/R2r4 w - - 0 34,h4h7,3,1771,h4h7 g8h7 f4h4 h7g8 h4h8
6bz3Q,6R1/1k1b4/2p1p3/3pQ3/1p1P1P2/pK2P3/P1P5/4q3 b - - 1 40,e1c3,3,1493,e1c3 b3a4 c6c5 a4a5 b4b3
eroGy,r5k1/1p2Q1pp/2q1p3/4P3/2p1P3/2P5/6PP/5R1K w - - 4 34,e7f7,3,1153,e7f7 g8h8 f7f8 a8f8 f1f8
3UhBv,1R6/3k1p2/2pp1p2/2b1n3/6r1/6r1/PRB4K/8 w - - 8 36,c2f5,3,1782,c2f5 d7e7 b2b7 e5d7 b7d7
hHB4X,4k3/1br2p2/4pB2/1p2P2p/2pP4/2P1K3/1r6/6R1 w - - 0 40,g1g8,3,1119,g1g8 e8d7 g8d8 d7c6 d8d6
CU6ag,5Nk1/p5n1/8/2Pp4/1P6/P2B2p1/6Pq/2RQ1K2 b - - 2 31,h2h1,3,1261,h2h1 f1e2 h1g2 e2e1 g2f2
F4A9U,5rk1/2p2p1p/1p1p1Qp1/p1bB4/2P3q1/8/7P/4RK2 w - - 0 31,d5f7,3,1473,d5f7 f8f7 e1e8 f7f8 f6f8
LrW5w,r1bq1bkr/ppp3pp/2n5/4p3/3P4/5Q2/PPP2PPP/R1B1K2R w KQ - 1 10,f3b3,3,1652,f3b3 d8d5 b3d5 c8e6 d5e6
uVEcF,7k/1p2r1pp/8/p7/2P5/PK6/1b3rP1/3R4 w - - 0 34,d1d8,3,588,d1d8 e7e8 d8e8 f2f8 e8f8
DalfM,1kr4r/ppN3p1/5b2/3p4/5Q1p/5N1P/PqP2PP1/4RK2 w - - 4 24,c7a6,3,1457,c7a6 b8a8 f4b8 c8b8 a6c7
a0HZJ,6k1/5rp1/1q1pN2p/3Q4/8/8/P2b1PPP/3R2K1 b - - 1 28,b6f2,3,945,b6f2 g1h1 f2f1 d1f1 f7f1
C506p,k1qr3r/8/p4R2/1NpPp3/Q1P1P1p1/P3B2P/4n1PK/5R2 b - - 1 31,g4g3,3,1471,g4g3 h2h1 h8h3 g2h3 c8h3
5uY5m,5rk1/b4ppp/1q1p4/3Qp3/4P3/1B6/Pr3PPP/2R2RK1 w - - 9 26,d5f7,3,1433,d5f7 f8f7 c1c8 b6d8 c8d8
UuwMT,Q2b2k1/5p1p/2p3p1/3pPn2/2qP2K1/1N2BP2/5P1P/8 b - - 19 40,h7h5,3,1846,h7h5 g4f4 g6g5 f4f5 c4c2
LSWZX,r4rk1/ppp2pp1/2n3q1/2RpP1N1/5P2/7Q/PP2R1PP/7K b - - 0 21,g6b1,3,663,g6b1 c5c1 b1c1 e2e1 c1e1
tqf7i,5q1k/6p1/1QP4p/8/8/P3p3/1P2B1PP/6K1 b - - 0 31,f8f2,3,1165,f8f2 g1h1 f2e1 e2f1 e1f1
Gn1eK,7k/1P4pp/8/8/3Bn3/4P1Pb/4Br2/3R2K1 b - - 0 30,f2g2,3,1531,f2g2 g1f1 e4g3 f1e1 g2e2
Urruk,r3B1k1/1pp5/3p3p/1p1P4/2P4P/2q4b/P3PP2/R2Q2KR b - - 3 27,c3g7,3,1308,c3g7 e8g6 g7g6 g1h2 g6g2
4CuRF,6k1/5pp1/7p/4R1Q1/6P1/6KP/5P2/1r5q w - - 0 34,e5e8,3,1331,e5e8 g8h7 g5f5 g7g6 f5f7
I1khB,1Q3nkb/p4p2/1p2p2B/3p2P1/3P4/3q1NKP/2r5/8 w - - 3 39,b8f8,3,1134,b8f8 g8h7 f8f7 h8g7 f7g7
